datapoint,Year,Zipcode,Total Population,White Population,Black Population,Employed Count,Unemployed Count,Poverty Count,Poverty Count - White,Poverty Count - Black,Median Income,Median Rent,Median Home Value,County,Adjusted Median Income,Adjusted Median Rent,Adjusted Median Home Value
942,2013,48838,17928,17197,16,6710.0,912.0,3751.0,3536.0,16.0,40731.0,551.0,108200.0,Kent,51168.802847735846,692.2002987675837,135927.5359830355
943,2018,48838,18301,17616,104,8662.0,378.0,2783.0,2527.0,22.0,48094.0,601.0,123400.0,Kent,56051.601787285894,700.4410669555208,143817.68329835488
944,2012,48838,17774,17055,15,6988.0,1025.0,3874.0,3734.0,6.0,39486.0,530.0,110100.0,Kent,50331.34720419523,675.5714435046212,140340.4074148279
945,2017,48838,18130,17548,40,7913.0,470.0,3358.0,3052.0,23.0,46110.0,605.0,118100.0,Kent,55051.901313642295,722.3248816906005,141002.59260770236
946,2019,48838,18376,17647,87,8914.0,298.0,2827.0,2567.0,12.0,48121.0,575.0,127300.0,Kent,55084.94293134942,658.2124682680309,145722.51688786148
947,2015,48838,17925,17188,28,7090.0,720.0,3817.0,3504.0,14.0,42083.0,624.0,102900.0,Kent,51961.6751751984,770.4794170882257,127055.01926022183
948,2016,48838,18016,17339,26,7638.0,566.0,3670.0,3374.0,15.0,45034.0,586.0,111000.0,Kent,54912.67033878178,714.5451174340748,135348.9898211302
949,2011,48838,17870,17116,50,7050.0,1052.0,3911.0,3747.0,7.0,39598.0,523.0,115700.0,Kent,51518.64589955499,680.4447650251846,150530.51493960584
950,2012,48841,936,925,0,417.0,56.0,79.0,79.0,0.0,56083.0,573.0,103500.0,Saginaw,71486.93069069748,730.3819568455621,131927.63094854393
951,2020,48841,729,696,0,352.0,18.0,23.0,18.0,0.0,66875.0,622.0,125000.0,Saginaw,75620.05913581727,703.3372229155639,141345.90492676123
952,2013,48841,1026,999,0,452.0,62.0,139.0,133.0,0.0,54286.0,587.0,96000.0,Saginaw,68197.4327021725,737.4257266362462,120601.14098309987
953,2015,48841,944,912,0,430.0,26.0,155.0,133.0,0.0,50313.0,578.0,92900.0,Saginaw,62123.60723070497,713.6812549310808,114707.59270432078
954,2019,48841,723,701,0,370.0,20.0,34.0,34.0,0.0,66838.0,621.0,120800.0,Saginaw,76510.6173114759,710.8694657294734,138281.85420309243
955,2016,48841,830,794,0,364.0,23.0,119.0,105.0,0.0,48125.0,675.0,91300.0,Saginaw,58681.71292920622,823.0681813447106,111327.59252855123
956,2011,48841,979,972,0,463.0,71.0,48.0,48.0,0.0,60972.0,563.0,109000.0,Saginaw,79327.1093941024,732.4864296542618,141813.5361142354
957,2014,48841,962,926,0,431.0,28.0,157.0,132.0,0.0,52727.0,585.0,89600.0,Saginaw,65181.55322806839,723.181835462287,110764.26061097592
958,2018,48841,768,734,0,379.0,21.0,40.0,28.0,0.0,67115.0,625.0,109600.0,Saginaw,78219.80400785322,728.412091259901,127734.34432333625
959,2017,48841,787,748,0,347.0,31.0,84.0,66.0,0.0,57813.0,917.0,97500.0,Saginaw,69024.41055401435,1094.8296140665793,116407.72886749345
960,2018,49301,20382,18778,278,10166.0,178.0,865.0,748.0,2.0,127342.0,1204.0,358900.0,Kent,148411.92404034932,1403.2130526030735,418283.3592850856
961,2017,49301,19998,18737,225,9730.0,310.0,870.0,766.0,1.0,120775.0,1231.0,332900.0,Kent,144196.34311765665,1469.7221972911227,397457.7737434725
962,2012,49301,18990,18175,135,9218.0,498.0,524.0,472.0,16.0,115274.0,997.0,279300.0,Kent,146935.51429915417,1270.839111649259,356013.4040959258
963,2015,49301,19768,18655,103,9412.0,448.0,700.0,604.0,4.0,121413.0,1183.0,291300.0,Kent,149913.81004316144,1460.7005615630947,359680.53557339765
964,2016,49301,20101,18654,299,9725.0,391.0,817.0,711.0,3.0,125118.0,1167.0,311900.0,Kent,152563.91809405558,1422.9934335248554,380318.46779468923
965,2011,49301,18371,17904,93,8853.0,463.0,499.0,440.0,15.0,109413.0,983.0,287500.0,Kent,142350.86630153062,1278.9239082595725,374049.4645214924
966,2014,49301,19549,18696,117,9695.0,417.0,617.0,583.0,4.0,121980.0,1149.0,287900.0,Kent,150792.68425587995,1420.4032973438766,355904.359708705
967,2013,49301,19366,18638,138,9445.0,509.0,364.0,326.0,15.0,118761.0,1168.0,275200.0,Kent,149194.91775306172,1467.3138819610485,345723.27081821964
968,2019,49301,20302,18664,317,10346.0,201.0,523.0,403.0,6.0,132261.0,1271.0,370600.0,Kent,151401.4595923444,1454.935734206378,424232.2447654474
969,2020,49301,19922,18110,404,10546.0,101.0,397.0,366.0,9.0,143221.0,1156.0,386400.0,Kent,161949.61479612536,1307.1669287626878,436928.4613096043
970,2011,49302,7755,7626,0,3609.0,328.0,348.0,313.0,0.0,78049.0,751.0,221400.0,Kent,101544.99706587118,977.0822534109246,288050.61372194235
971,2014,49302,8507,8310,35,4016.0,256.0,512.0,505.0,7.0,78670.0,763.0,209500.0,Kent,97252.50426635577,943.2269067653419,258985.63167410108
972,2018,49302,8875,8686,4,4396.0,124.0,220.0,220.0,0.0,86625.0,814.0,252900.0,Kent,100957.91584862229,948.6839076568953,294744.6686074064
973,2019,49302,8717,8468,4,4306.0,131.0,180.0,169.0,4.0,87598.0,649.0,266500.0,Kent,100274.94920929213,742.9215511407862,305067.1700755309
974,2013,49302,8241,8018,30,3797.0,294.0,580.0,533.0,7.0,75616.0,780.0,208900.0,Kent,94993.498714355,979.8842704876864,262433.10782676627
975,2017,49302,8688,8448,34,4388.0,131.0,349.0,347.0,2.0,85632.0,740.0,241000.0,Kent,102238.22193211487,883.5048139686684,287736.0272519582
976,2016,49302,8356,8178,34,4108.0,146.0,408.0,405.0,3.0,80197.0,632.0,226700.0,Kent,97789.03546563223,770.635689792381,276428.9729049569
977,2020,49302,9216,8990,2,4543.0,201.0,171.0,161.0,2.0,96413.0,884.0,288100.0,Kent,109020.66185363063,999.5982396420554,325774.04167519923
978,2012,49302,7830,7678,6,3679.0,312.0,406.0,364.0,0.0,72402.0,744.0,214000.0,Kent,92288.15783513506,948.3493471083739,272777.90360375267
979,2015,49302,8332,8136,32,4098.0,199.0,606.0,603.0,3.0,76641.0,627.0,207000.0,Kent,94631.91186708125,774.183645054996,255591.72970715177
980,2020,49306,10924,10206,70,5660.0,424.0,840.0,718.0,6.0,85469.0,443.0,253200.0,Kent,96645.54518548284,500.9298870604418,286310.26501964754
981,2019,49306,10650,10056,32,5593.0,417.0,856.0,733.0,4.0,86901.0,505.0,234500.0,Kent,99477.08122601766,578.0822547397489,268436.2153197448
982,2013,49306,10450,9915,29,5099.0,378.0,573.0,555.0,9.0,76550.0,468.0,172200.0,Kent,96166.84731516974,587.9305622926119,216328.2966384354
983,2014,49306,10045,9469,28,5024.0,312.0,598.0,567.0,18.0,69814.0,508.0,172400.0,Kent,86304.64386489592,627.9937989997296,213122.30501486885
984,2018,49306,10594,10104,26,5488.0,448.0,704.0,683.0,18.0,81279.0,542.0,214100.0,Kent,94727.3701848216,631.6789655405862,249524.8459819917
985,2015,49306,10085,9520,26,5308.0,323.0,618.0,597.0,17.0,71633.0,519.0,174200.0,Kent,88448.32064788601,640.8314382512646,215092.17060379632
986,2011,49306,10160,9651,35,4957.0,337.0,336.0,316.0,12.0,71528.0,722.0,183100.0,Kent,93060.90468971588,939.3520465548437,238220.71983960093
987,2016,49306,10083,9661,17,5314.0,317.0,717.0,704.0,10.0,74571.0,511.0,177400.0,Kent,90928.91459415766,623.0930972846625,216314.51166007653
988,2012,49306,10015,9602,29,4994.0,308.0,395.0,380.0,8.0,69985.0,719.0,174700.0,Kent,89207.2971201338,916.482769584571,222683.64373633455
989,2017,49306,10293,9673,22,5242.0,389.0,635.0,618.0,14.0,79306.0,523.0,194900.0,Kent,94685.44969810703,624.4229968994777,232696.06519255872
990,2019,49315,23283,21260,332,11899.0,266.0,768.0,618.0,0.0,82182.0,886.0,242500.0,Kent,94075.16011687533,1014.2195598008268,277593.9540086913
991,2014,49315,20734,19613,166,10188.0,653.0,970.0,906.0,2.0,66325.0,752.0,182100.0,Kent,81991.51322570289,929.6286158421194,225113.5251926196
992,2015,49315,21046,19912,240,10456.0,639.0,962.0,918.0,2.0,69333.0,762.0,186800.0,Kent,85608.41254002877,940.8739035596602,230649.92806423164
993,2013,49315,20135,19144,125,9810.0,623.0,1325.0,1247.0,20.0,64696.0,716.0,178600.0,Kent,81275.1189275274,899.4835098322866,224368.3727039754
994,2017,49315,22617,21045,405,11238.0,484.0,971.0,833.0,4.0,71205.0,773.0,215800.0,Kent,85013.45983599868,922.9043529699737,257649.1065600522
995,2016,49315,21996,20564,294,11186.0,486.0,1203.0,1035.0,3.0,70085.0,748.0,200000.0,Kent,85458.86442895414,912.0814809568053,243872.05373176612
996,2012,49315,19552,18428,90,9493.0,595.0,1271.0,1201.0,21.0,64476.0,717.0,181600.0,Kent,82185.17809698859,913.9334433826667,231478.81913290414
997,2011,49315,19581,18540,173,9393.0,642.0,809.0,753.0,24.0,67893.0,702.0,189200.0,Kent,88331.61841654849,913.331214240305,246157.07369553522
998,2020,49315,23116,20986,258,11702.0,440.0,892.0,685.0,0.0,87113.0,936.0,256800.0,Kent,98504.52652707961,1058.398136091588,290381.0270815383
999,2018,49315,22744,20832,310,11487.0,338.0,843.0,707.0,6.0,77270.0,830.0,228100.0,Kent,90055.0436666441,967.3312571931486,265841.2768262135
1000,2018,49316,23140,20873,596,11948.0,340.0,1382.0,1133.0,77.0,84726.0,910.0,232700.0,Kent,98744.70855053821,1060.5680048744161,271202.3898178864
1001,2011,49316,19552,18111,405,9747.0,607.0,909.0,800.0,3.0,74769.0,725.0,189800.0,Kent,97277.58056628685,943.2551714020244,246937.69866497137
1002,2019,49316,23391,21143,631,11778.0,432.0,1306.0,1142.0,65.0,89326.0,900.0,244500.0,Kent,102253.02076610457,1030.2456025064832,279883.388680928
1003,2016,49316,21940,20291,419,11314.0,477.0,1288.0,1155.0,33.0,81575.0,815.0,195500.0,Kent,99469.3139158441,993.778618956947,238384.9325228014
1004,2020,49316,24193,21467,564,12290.0,620.0,929.0,562.0,71.0,86067.0,966.0,252800.0,Kent,97321.74399465247,1092.3211532740108,285857.95812388195
1005,2012,49316,20081,18521,451,10066.0,649.0,841.0,717.0,9.0,79437.0,818.0,186400.0,Kent,101255.4127503332,1042.6744165788305,237597.2020174743
1006,2015,49316,21598,20052,321,11004.0,551.0,1674.0,1509.0,41.0,80392.0,813.0,188300.0,Kent,99263.43156819974,1003.8457789947556,232502.04204761682
1007,2017,49316,22331,20630,425,11437.0,405.0,1207.0,1107.0,25.0,86206.0,828.0,214800.0,Kent,102923.53512565272,988.5702513054829,256455.1811357702
1008,2013,49316,20073,18278,460,10359.0,571.0,877.0,743.0,26.0,80434.0,830.0,183200.0,Kent,101046.16847744434,1042.6973647497177,230147.17737608225
1009,2014,49316,20912,18898,362,10579.0,419.0,1019.0,869.0,27.0,80339.0,815.0,184000.0,Kent,99315.73586188834,1007.509736584212,227462.32089753984
1010,2019,49319,16705,16049,127,8791.0,473.0,1157.0,1089.0,41.0,67938.0,612.0,159000.0,Kent,77769.80638120606,700.5670097044085,182010.056442812
1011,2016,49319,16507,15590,140,7760.0,670.0,1551.0,1392.0,34.0,59640.0,549.0,132600.0,Kent,72722.64642281266,669.428787493698,161687.17162416095
1012,2014,49319,16401,15420,139,7844.0,756.0,1724.0,1598.0,17.0,56738.0,566.0,128800.0,Kent,70139.98458198161,699.6938784130846,159223.62462827793
1013,2017,49319,16780,15881,167,8257.0,522.0,1431.0,1271.0,34.0,62638.0,577.0,139400.0,Kent,74785.10072617492,688.894969810705,166433.20414490858
1014,2015,49319,16569,15581,157,7942.0,756.0,1781.0,1634.0,32.0,59353.0,550.0,126500.0,Kent,73285.68083723952,679.1084605745579,156194.94593214832
1015,2012,49319,15674,14977,91,7060.0,957.0,1587.0,1538.0,20.0,56617.0,625.0,135000.0,Kent,72167.60078660591,796.6644380950721,172079.5186285356
1016,2018,49319,16886,16155,136,8693.0,527.0,1390.0,1237.0,38.0,65102.0,596.0,145300.0,Kent,75873.73434432333,694.6137702254416,169341.24297610178
1017,2013,49319,15987,15095,131,7365.0,884.0,1668.0,1606.0,17.0,57622.0,592.0,130600.0,Kent,72388.32235133523,743.7070360624492,164067.80221242548
1018,2020,49319,18341,17062,59,9357.0,341.0,1165.0,1092.0,4.0,66031.0,730.0,172500.0,Kent,74665.69158575177,825.4600847722857,195057.34879893047
1019,2011,49319,15763,15184,93,7055.0,851.0,1702.0,1643.0,24.0,52960.0,587.0,140300.0,Kent,68903.16396889822,763.7114284317081,182536.1386864883
1020,2014,49321,16479,13669,1090,8407.0,908.0,2915.0,1539.0,612.0,49163.0,612.0,140600.0,Kent,60775.70696894431,756.5594586374696,173810.88216409838
1021,2020,49321,16926,14277,575,8447.0,332.0,1323.0,1235.0,30.0,61293.0,748.0,184700.0,Kent,69308.11640540781,845.8138950817391,208852.70911978238
1022,2011,49321,15850,13582,851,8417.0,840.0,1925.0,1361.0,476.0,47134.0,600.0,147700.0,Kent,61323.29551567314,780.6249694361582,192163.8466428676
1023,2013,49321,16115,13148,1099,8335.0,895.0,2679.0,1475.0,603.0,49067.0,608.0,142700.0,Kent,61641.00192310168,763.8072262262992,179268.571023837
1024,2015,49321,16698,14128,1134,8770.0,716.0,2901.0,1795.0,547.0,48351.0,626.0,141100.0,Kent,59701.04214043718,772.9489023994058,174222.18870376382
1025,2012,49321,15792,13395,867,8255.0,755.0,2329.0,1485.0,514.0,47031.0,597.0,144600.0,Kent,59948.680300878936,760.9738712684128,184316.28439767586
1026,2018,49321,17354,15351,894,9393.0,392.0,1804.0,1542.0,135.0,53686.0,718.0,159100.0,Kent,62568.850450206475,836.7998104393744,185424.5819511204
1027,2019,49321,17160,15138,785,9231.0,337.0,1825.0,1602.0,103.0,57867.0,739.0,169200.0,Kent,66241.35808915852,845.9461113914346,193686.1732712188
1028,2017,49321,17036,15180,910,9368.0,521.0,2086.0,1729.0,168.0,53250.0,687.0,152200.0,Kent,63576.52884301566,820.2267664817232,181715.44957571797
1029,2016,49321,16875,14616,1082,9020.0,573.0,2733.0,1683.0,483.0,51082.0,636.0,143600.0,Kent,62287.36124363039,775.5131308670163,175100.13457940807
1030,2017,49325,1947,1906,0,915.0,63.0,195.0,166.0,0.0,61397.0,550.0,128700.0,Kent,73303.43927464099,656.6589833550912,153658.2021050914
1031,2012,49325,1683,1643,0,795.0,149.0,144.0,141.0,0.0,63553.0,539.0,140000.0,Kent,81008.6640548098,687.0434114131901,178452.83413329613
1032,2018,49325,1950,1883,0,872.0,50.0,235.0,191.0,0.0,64821.0,530.0,147000.0,Kent,75546.24026809288,617.6934533883962,171322.52386432872
1033,2019,49325,2050,2019,4,895.0,61.0,181.0,178.0,0.0,70699.0,500.0,154700.0,Kent,80930.37094622872,572.3586680591574,177087.77189750326
1034,2011,49325,1763,1726,0,800.0,122.0,110.0,106.0,0.0,64063.0,528.0,148700.0,Kent,83348.62902831433,686.9499731038193,193464.88825859452
1035,2020,49325,2339,2307,3,992.0,42.0,165.0,162.0,0.0,74836.0,563.0,177100.0,Kent,84622.09712879283,636.6219557901326,200258.8781002353
1036,2016,49325,1810,1749,0,865.0,66.0,182.0,135.0,0.0,61016.0,615.0,121300.0,Kent,74400.48615248721,749.9065652251809,147908.40058831617
1037,2013,49325,1625,1567,0,846.0,139.0,135.0,132.0,0.0,62083.0,530.0,123600.0,Kent,77992.50662139364,665.8187991775307,155273.9690157411
1038,2014,49325,1601,1529,0,822.0,100.0,155.0,122.0,0.0,62750.0,550.0,117500.0,Kent,77572.06867565558,679.9145461611246,145254.4712253312
1039,2015,49325,1739,1667,0,852.0,84.0,203.0,155.0,0.0,60568.0,583.0,114800.0,Kent,74785.8931637815,719.8549682090314,141748.4568617441
1040,2016,49326,4032,3643,231,1745.0,126.0,556.0,472.0,0.0,50671.0,610.0,102900.0,Kent,61786.20417321161,743.8097638818867,125472.17164499366
1041,2012,49326,3928,3742,13,1701.0,303.0,740.0,707.0,0.0,51433.0,624.0,129200.0,Kent,65559.74727127016,795.38977499412,164686.47264301332
1042,2020,49326,4257,4180,0,1793.0,51.0,420.0,407.0,0.0,60352.0,549.0,138300.0,Kent,68244.06443311914,620.7912144383353,156385.1092109686
1043,2013,49326,3943,3748,5,1740.0,240.0,703.0,674.0,0.0,52792.0,620.0,126500.0,Kent,66320.577445623,778.8823688491867,158917.12848293892
1044,2011,49326,3545,3378,7,1700.0,226.0,641.0,611.0,0.0,51961.0,627.0,141600.0,Kent,67603.42339478702,815.7530930607852,184227.49278693332
1045,2014,49326,4015,3736,4,1769.0,208.0,691.0,629.0,0.0,53177.0,601.0,130300.0,Kent,65737.84694765476,742.961167714247,161077.93702689916
1046,2019,49326,4308,4064,189,2026.0,87.0,459.0,443.0,0.0,57361.0,548.0,121100.0,Kent,65662.13111708264,627.3051001928363,138625.2694039279
1047,2018,49326,4074,3734,227,1774.0,50.0,451.0,393.0,0.0,54850.0,549.0,120800.0,Kent,63925.44512896892,639.8371809626971,140787.4889987137
1048,2017,49326,4051,3702,209,1785.0,57.0,485.0,416.0,0.0,53438.0,603.0,110800.0,Kent,63800.98682278067,719.9370308420365,132286.93701044386
1049,2015,49326,4000,3702,187,1817.0,157.0,497.0,456.0,0.0,54675.0,548.0,117300.0,Kent,67509.55469438901,676.6389752633777,144835.31350071935
1050,2020,49330,5852,5626,43,2530.0,361.0,459.0,422.0,22.0,70787.0,699.0,168400.0,Kent,80043.62057640518,790.4063003504488,190421.2031173327
1051,2013,49330,5277,4796,148,2227.0,326.0,571.0,432.0,80.0,48944.0,704.0,120900.0,Kent,61486.481711217086,884.4083672093992,151882.06192559144
1052,2019,49330,5724,5410,108,2656.0,196.0,672.0,627.0,25.0,67337.0,654.0,154600.0,Kent,77081.83126219896,748.6451378213778,176973.30016389143
1053,2016,49330,5384,5026,128,2402.0,295.0,765.0,676.0,20.0,49384.0,615.0,123800.0,Kent,60216.8875074477,749.9065652251809,150956.80125996325
1054,2012,49330,5356,4862,140,2236.0,311.0,518.0,383.0,68.0,55338.0,669.0,121800.0,Kent,70537.30668048817,852.7496145369652,155253.96569596766
1055,2015,49330,5383,4959,211,2374.0,292.0,746.0,620.0,57.0,46307.0,525.0,119200.0,Kent,57177.22815241101,648.2398941848053,147181.32454634056
1056,2011,49330,5519,5050,115,2309.0,268.0,482.0,349.0,64.0,51385.0,618.0,123200.0,Kent,66854.02342412832,804.0437185192429,160288.32705755782
1057,2018,49330,5590,5249,130,2478.0,201.0,665.0,624.0,16.0,61591.0,605.0,141700.0,Kent,71781.8065804617,705.1029043395843,165145.58933044475
1058,2017,49330,5561,5267,114,2438.0,216.0,706.0,613.0,24.0,53396.0,606.0,135000.0,Kent,63750.84195496083,723.5188071148825,161179.9322780679
1059,2014,49330,5399,4872,207,2349.0,340.0,678.0,511.0,109.0,47865.0,705.0,117400.0,Kent,59171.10864000405,871.526827351987,145130.85039875642
1060,2018,49331,17579,16833,199,9563.0,377.0,1360.0,1276.0,13.0,75728.0,776.0,189500.0,Kent,88257.90535508766,904.3964525082931,220854.546070002
1061,2012,49331,16666,16087,187,7861.0,883.0,1614.0,1399.0,9.0,59089.0,619.0,159200.0,Kent,75318.56797215955,789.0164594893594,202926.36567157676
1062,2020,49331,18118,16840,334,9777.0,278.0,1021.0,999.0,15.0,81973.0,801.0,231200.0,Kent,92692.38291649119,905.7445587706859,261433.38575253758
1063,2011,49331,16463,15754,198,8012.0,839.0,1279.0,1037.0,18.0,55962.0,561.0,162300.0,Kent,72808.89089931049,729.8843464228079,211159.0542324808
1064,2014,49331,16998,16381,161,8188.0,836.0,1974.0,1714.0,15.0,63695.0,649.0,159600.0,Kent,78740.28548678696,802.2991644701269,197298.83921330087
1065,2016,49331,17454,16934,69,8977.0,685.0,1658.0,1532.0,7.0,69313.0,664.0,167100.0,Kent,84517.51830154953,809.6552183894636,203755.1008928906
1066,2019,49331,18028,17213,157,9851.0,344.0,1251.0,1212.0,9.0,79765.0,775.0,205600.0,Kent,91308.37831547737,887.1559354916938,235353.8843059255
1067,2013,49331,17266,16712,182,8136.0,945.0,1627.0,1433.0,0.0,62744.0,611.0,158500.0,Kent,78822.89572753769,767.5760118820211,199117.50881063886
1068,2017,49331,17442,16861,104,9332.0,494.0,1201.0,1160.0,7.0,73703.0,716.0,170800.0,Kent,87995.88554585508,854.8506037859007,203922.4624673629
1069,2015,49331,17165,16585,129,8490.0,721.0,1855.0,1691.0,5.0,65400.0,661.0,160800.0,Kent,80752.16967559289,816.1648953450596,198546.61901888892
1070,2020,49341,38728,35837,455,19999.0,990.0,1221.0,1133.0,18.0,99054.0,908.0,253600.0,Kent,112007.01813292326,1026.7366533879936,286762.5719154132
1071,2019,49341,37505,35702,256,19004.0,792.0,1635.0,1499.0,9.0,94895.0,790.0,240700.0,Kent,108627.95161094746,904.3266955334685,275533.46280367835
1072,2018,49341,36711,35010,343,18616.0,720.0,1914.0,1668.0,96.0,92699.0,777.0,223900.0,Kent,108036.91591632251,905.561911854309,260946.34757294695
1073,2011,49341,33085,32101,105,16076.0,1198.0,1889.0,1716.0,12.0,76342.0,640.0,192400.0,Kent,99324.11902782532,832.6666340652354,250320.40686586138
1074,2017,49341,36216,34450,261,17951.0,779.0,1788.0,1497.0,103.0,89491.0,742.0,205800.0,Kent,106845.58014441904,885.8926648172322,245709.85231723235
1075,2012,49341,33697,32602,121,15698.0,1159.0,2275.0,2123.0,10.0,75522.0,660.0,186100.0,Kent,96265.10671010565,841.2776466283962,237214.80308718866
1076,2014,49341,34518,33291,250,16440.0,953.0,1976.0,1793.0,117.0,77874.0,705.0,177000.0,Kent,96268.48248682077,871.526827351987,218808.86303730737
1077,2013,49341,33588,32444,94,15354.0,1062.0,2226.0,2077.0,12.0,74626.0,686.0,180800.0,Kent,93749.79944796678,861.7956532750679,227132.14885150475
1078,2015,49341,34971,33507,267,16585.0,837.0,1977.0,1736.0,120.0,76280.0,709.0,181800.0,Kent,94186.16976841324,875.4325428133847,224476.2147862811
1079,2016,49341,35546,33902,339,17060.0,816.0,2029.0,1781.0,116.0,82029.0,716.0,192200.0,Kent,100022.90347781521,873.0619523597228,234361.04363622723
1080,2014,49343,5651,5477,25,2506.0,150.0,930.0,899.0,7.0,51750.0,484.0,114600.0,Kent,63973.77775243308,598.3248006217897,141669.4672546634
1081,2013,49343,5441,5274,31,2364.0,264.0,683.0,657.0,7.0,46827.0,485.0,115900.0,Kent,58826.97530016269,609.2870143417025,145600.7524993883
1082,2011,49343,5611,5395,25,2613.0,272.0,835.0,725.0,11.0,48450.0,513.0,127800.0,Kent,63035.46628196977,667.4343488679152,166273.1184899017
1083,2015,49343,5692,5468,35,2444.0,179.0,1023.0,985.0,9.0,46679.0,486.0,112400.0,Kent,57636.55242029052,600.0849306167912,138785.07448832784
1084,2012,49343,5277,5096,25,2477.0,267.0,553.0,483.0,8.0,52587.0,513.0,120400.0,Kent,67030.70848976889,653.9021707884352,153469.43735463472
1085,2019,49343,5551,5440,35,2617.0,133.0,647.0,633.0,4.0,65585.0,570.0,149300.0,Kent,75076.28648931965,652.4888815874393,170906.29828246435
1086,2018,49343,6020,5879,28,2718.0,128.0,834.0,824.0,0.0,62671.0,524.0,129700.0,Kent,73040.50267415882,610.700697312301,151160.0771782547
1087,2017,49343,5858,5671,38,2532.0,149.0,1077.0,1062.0,0.0,53125.0,436.0,126400.0,Kent,63427.28816498041,520.5514849869451,150912.1736292428
1088,2016,49343,6079,5882,33,2570.0,171.0,1124.0,1104.0,0.0,52917.0,468.0,120100.0,Kent,64524.88733661934,570.6606057323327,146445.16826592557
1089,2020,49343,5637,5466,35,2759.0,100.0,547.0,531.0,5.0,64654.0,491.0,165300.0,Kent,73108.62509707856,555.2067145523181,186915.82467514902
1090,2018,49345,14488,14081,99,7190.0,334.0,1746.0,1616.0,41.0,61975.0,623.0,161900.0,Kent,72229.3429693318,726.0811725678693,188687.86811996475
1091,2019,49345,15123,14811,83,7717.0,248.0,1485.0,1400.0,27.0,66659.0,644.0,167600.0,Kent,76305.71290831074,737.1979644601946,191854.62553342953
1092,2016,49345,13505,12913,166,6486.0,559.0,1894.0,1652.0,62.0,55732.0,623.0,137500.0,Kent,67957.38649289396,759.6614473744514,167662.0369405892
1093,2014,49345,13123,12398,233,6001.0,696.0,1663.0,1352.0,121.0,55229.0,597.0,126200.0,Kent,68274.54630896864,738.016334651257,156009.48313733444
1094,2012,49345,13800,13199,98,6334.0,848.0,1676.0,1429.0,26.0,56420.0,557.0,134000.0,Kent,71916.49215571834,709.9873472303283,170804.85552758348
1095,2013,49345,13572,12986,175,6281.0,889.0,1448.0,1280.0,63.0,56000.0,576.0,126900.0,Kent,70350.66557347492,723.6068458985992,159419.63323703516
1096,2020,49345,14157,13646,69,6862.0,452.0,1044.0,966.0,18.0,73478.0,630.0,175000.0,Kent,83086.5152176685,712.3833608308767,197884.2668974657
1097,2011,49345,13445,12898,31,6153.0,800.0,1801.0,1573.0,23.0,54065.0,544.0,135700.0,Kent,70340.81495427649,707.76663895545,176551.34725414446
1098,2017,49345,13999,13550,83,7008.0,418.0,1818.0,1672.0,57.0,57732.0,617.0,150200.0,Kent,68927.7025946475,736.6519867819842,179327.59872715402
1099,2015,49345,13248,12496,237,6266.0,672.0,1871.0,1530.0,132.0,55121.0,606.0,132100.0,Kent,68060.2499187822,748.2540492876038,163109.50480345293
1100,2011,49418,28000,25962,457,13919.0,1239.0,2181.0,1715.0,166.0,58874.0,618.0,167500.0,Kent,76597.5240843073,804.0437185192429,217924.47063426083
1101,2020,49418,28607,24775,586,16171.0,373.0,1804.0,1417.0,94.0,71031.0,837.0,203200.0,Kent,80319.52778282222,946.4521793895932,229771.90304894303
1102,2018,49418,28383,25254,416,14917.0,438.0,1965.0,1602.0,123.0,66486.0,756.0,180400.0,Kent,77486.73007920926,881.0872655879764,210248.86602125785
1103,2016,49418,27986,25064,448,14460.0,551.0,2066.0,1663.0,97.0,62083.0,673.0,163900.0,Kent,75701.54355914619,820.629460807393,199853.14803318234
1104,2012,49418,27476,25367,469,13612.0,1388.0,2365.0,1764.0,207.0,58399.0,619.0,162500.0,Kent,74439.05043250258,789.0164594893594,207132.75390471873
1105,2015,49418,27968,25244,636,14173.0,621.0,2164.0,1789.0,113.0,59265.0,639.0,160100.0,Kent,73177.02348354759,789.0005569220773,197682.29915997584
1106,2013,49418,27524,25149,539,13722.0,1308.0,2197.0,1600.0,140.0,58814.0,623.0,159400.0,Kent,73885.78651854204,782.6511545049085,200248.1445073554
1107,2017,49418,28514,25407,478,15029.0,423.0,1907.0,1573.0,65.0,63984.0,709.0,172000.0,Kent,76392.12434725848,846.4931258159269,205355.17297650126
1108,2019,49418,28521,25414,339,15572.0,395.0,1696.0,1384.0,113.0,70504.0,780.0,191400.0,Kent,80707.15106568566,892.8795221722853,219098.8981330454
1109,2014,49418,27496,24978,678,13693.0,859.0,2079.0,1656.0,196.0,57934.0,635.0,156000.0,Kent,71618.48966781562,784.992248749662,192848.48945660988
1110,2011,49503,34908,23453,7502,16983.0,2461.0,10690.0,5694.0,3576.0,32000.0,590.0,110700.0,Kent,41633.33170326178,767.6145532788889,144025.30686097118
1111,2019,49503,37250,26395,5178,20791.0,1663.0,8915.0,5142.0,1754.0,47844.0,773.0,150100.0,Kent,54767.856229244644,884.8665008194572,171822.07215135903
1112,2014,49503,35128,24641,6565,17329.0,2231.0,11340.0,6618.0,3044.0,34658.0,634.0,96900.0,Kent,42844.506074276826,783.7560404839146,119788.58095093268
1113,2015,49503,34985,24983,5903,17765.0,2046.0,11457.0,6617.0,2857.0,35816.0,648.0,101600.0,Kent,44223.54295261521,800.1132408223882,125449.85380795469
